,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
7594,packaged produce,plates bowls cups flatware,1634,0.05343141518694782,270227,8.836359260540604,42697,1.3961818446983545,0.0060467680875708205,0.038269667658149285,0.004330931612190694
14751,fresh fruits,packaged seafood,21931,0.7171385351682698,3626997,118.60194772877246,20824,0.68093989587087,0.006046599983402247,1.0531598155973876,0.008879785161756616
10288,canned meals beans,baking supplies decor,1632,0.053366015657955235,269952,8.827366825304123,23541,0.7697851560073065,0.006045519203413941,0.0693258570154199,0.00785351491417504
10506,pasta sauce,protein meal replacements,1318,0.04309828960611826,218021,7.129235355246971,36266,1.1858896592226742,0.006045289215259081,0.03634257982683506,0.005097682712927644
6473,prepared meals,trash bags liners,594,0.019423660110799882,98308,3.214648448101877,31602,1.0333779576119493,0.006042234609594336,0.018796278716536927,0.005847071311214571
12902,breakfast bars pastries,frozen breads doughs,432,0.014126298262399913,71497,2.337935062191682,40077,1.3105084617180587,0.006042211561324251,0.010779249943858073,0.004610585690841702
5493,salad dressing toppings,air fresheners candles,599,0.019587158933281362,99143,3.2419527514562843,19731,0.6451990532764182,0.006041778037783807,0.030358319395874515,0.009364207847334471
8145,salad dressing toppings,white wines,599,0.019587158933281362,99143,3.2419527514562843,29897,0.9776248591457645,0.006041778037783807,0.02003545506238084,0.006180057699292786
10914,condiments,bakery desserts,1336,0.043686885367051585,221399,7.239695159715459,34075,1.1142444752112897,0.006034354265376086,0.03920763022743946,0.005415646565563465
6511,preserved dips spreads,trash bags liners,654,0.02138564598057765,108461,3.546649157032771,31602,1.0333779576119493,0.006029817169305096,0.020694892728308337,0.005835054952439186
8444,water seltzer sparkling water,red wines,4984,0.16297562624953976,826611,27.029985030047815,34564,1.1302346600499784,0.006029438272657877,0.1441962735794468,0.005334678262646147
6582,coffee,feminine care,1234,0.04035150938842939,204738,6.694884383442671,19590,0.6405883864824405,0.006027215270247829,0.06299132210311384,0.009408873775161773
8165,coffee,white wines,1234,0.04035150938842939,204738,6.694884383442671,29897,0.9776248591457645,0.006027215270247829,0.041275044318827975,0.006165161630110685
6758,coffee,more household,1233,0.04031880962393309,204738,6.694884383442671,17194,0.5622397507493151,0.006022330979105003,0.07171106199837153,0.010711321942425535
7842,coffee,cold flu allergy,1233,0.04031880962393309,204738,6.694884383442671,25812,0.8440463211783948,0.006022330979105003,0.047768479776847984,0.007135071651869854
10315,juice nectars,baking supplies decor,1995,0.06523603017011072,331427,10.837584847713927,23541,0.7697851560073065,0.00601942509210173,0.0847457627118644,0.007819616999791298
8269,juice nectars,spirits,1995,0.06523603017011072,331427,10.837584847713927,27197,0.889335495005765,0.00601942509210173,0.07335367871456411,0.006768452542268888
14718,frozen meat seafood,packaged seafood,427,0.013962799439918433,70944,2.31985209242523,20824,0.68093989587087,0.006018831754623365,0.020505186323472913,0.008839005896292417
8456,other creams cheeses,red wines,1847,0.06039646502465889,307168,10.044321260798279,34564,1.1302346600499784,0.0060129961454318155,0.053437102187246836,0.005320130728574475
6470,spices seasonings,trash bags liners,1272,0.041594100439288635,211542,6.917373581075468,31602,1.0333779576119493,0.006012990328161784,0.04025061704955382,0.005818771615815481
10478,latino foods,protein meal replacements,450,0.014714894023333243,74841,2.4472830746672964,36266,1.1858896592226742,0.006012747023690222,0.012408316329344289,0.005070241549817924
10289,frozen breakfast,baking supplies decor,1396,0.045648871236829355,232311,7.596514989899044,23541,0.7697851560073065,0.006009185961921734,0.0593007943587783,0.007806315716829304
10883,salad dressing toppings,bakery desserts,594,0.019423660110799882,99143,3.2419527514562843,34075,1.1142444752112897,0.005991345833795628,0.01743213499633162,0.0053770478266535835
14545,fruit vegetable snacks,seafood counter,1048,0.03426935319211831,174940,5.72049680098204,29443,0.9627791660644459,0.005990625357265348,0.03559419896070373,0.0062222216354693655
6058,cleaning products,beauty,703,0.022987934440896154,117406,3.83914855045214,6131,0.20048225612679138,0.005987768938555098,0.11466318708204207,0.029866827390291548
10309,crackers,baking supplies decor,2737,0.08949925542636242,457258,14.95222891404736,23541,0.7697851560073065,0.005985679856886047,0.11626523936961046,0.007775779787612887
12896,cat food care,frozen breads doughs,377,0.012327811215103629,63032,2.0611315557305354,40077,1.3105084617180587,0.005981088970681559,0.00940689173341318,0.004563945327632935
8389,doughs gelatins bake mixes,red wines,633,0.02069895092615543,105845,3.4611065731104604,34564,1.1302346600499784,0.005980443100760547,0.01831385256336072,0.00529132870557703
14056,other creams cheeses,trail mix snack mix,1837,0.060069467379695936,307168,10.044321260798279,34993,1.1442628590188895,0.00598044067090322,0.05249621352841997,0.005226457036306284
5698,dry pasta,dog food care,1592,0.052058025078103386,266292,8.70768568724768,33976,1.1110071985261563,0.005978399651510371,0.04685660466211443,0.005381062930502356
8330,soft drinks,digestion,2102,0.0687349049712144,351800,11.503777149796967,26460,0.8652357685719947,0.005974985787379193,0.07944066515495088,0.006905615792144665
8553,eggs,diapers wipes,2688,0.08789696696604392,450178,14.720714581413585,24184,0.7908111045784249,0.00597097148239141,0.1111478663579226,0.007550439602861277
7848,frozen breakfast,cold flu allergy,1387,0.045354573356362685,232311,7.596514989899044,25812,0.8440463211783948,0.005970444791680117,0.05373469704013637,0.007073598500310534
10901,soup broth bouillon,bakery desserts,2062,0.06742691439136254,345630,11.302019602854822,34075,1.1142444752112897,0.005965917310418655,0.06051357300073366,0.005354226512352562
5693,canned jarred vegetables,dog food care,1766,0.05774778410045891,296478,9.694760778332874,33976,1.1110071985261563,0.005956597116818112,0.05197786672945608,0.005361438814005917
14127,fresh dips tapenades,indian foods,2111,0.06902920285168107,354614,11.595794287089545,15879,0.5192395604366857,0.0059529516601149425,0.1329428805340387,0.011464749825896257
6709,other creams cheeses,cocoa drink mixes,1828,0.059775169499229265,307168,10.044321260798279,21083,0.6894091348754106,0.005951140743827482,0.08670492814115639,0.008632233666156697
7828,ice cream ice,cold flu allergy,2947,0.0963662059705846,495340,16.19750134559531,25812,0.8440463211783948,0.005949448863406952,0.11417170308383698,0.007048723173274156
8364,lunch meat,digestion,2344,0.07664824797931805,394101,12.887009887754788,26460,0.8652357685719947,0.005947713910901012,0.08858654572940287,0.006874096202376444
8356,crackers,digestion,2717,0.0888452601364365,457258,14.95222891404736,26460,0.8652357685719947,0.0059419408736424515,0.1026832955404384,0.006867423989474186
5401,fruit vegetable snacks,cat food care,1039,0.033975055311651646,174940,5.72049680098204,63032,2.0611315557305354,0.005939179147136161,0.016483690823708593,0.0028815138609777444
14060,packaged vegetables fruits,trail mix snack mix,10443,0.3414836406348201,1759552,57.53693601898679,34993,1.1442628590188895,0.005935033463063325,0.2984311147943874,0.005186774538983222
5712,hot cereal pancake mixes,dog food care,936,0.03060697956853315,157717,5.1573087570623315,33976,1.1110071985261563,0.005934680471984631,0.027548858017424065,0.005341711988776923
8325,soup broth bouillon,digestion,2051,0.0670672169819033,345630,11.302019602854822,26460,0.8652357685719947,0.005934091369383444,0.07751322751322752,0.006858351890811457
10237,cat food care,baking supplies decor,374,0.01222971192161474,63032,2.0611315557305354,23541,0.7697851560073065,0.005933494098235817,0.015887175566033727,0.007707987159704985
12913,laundry,frozen breads doughs,553,0.01808296976645174,93224,3.0484028454027072,40077,1.3105084617180587,0.005931948854372264,0.013798438006836838,0.004526448342497202
6491,canned jarred vegetables,trash bags liners,1758,0.057486185984488535,296478,9.694760778332874,31602,1.0333779576119493,0.005929613664420294,0.055629390544902214,0.005738088006176501
12904,food storage,frozen breads doughs,388,0.012687508624562886,65456,2.140395784869557,40077,1.3105084617180587,0.005927646052309949,0.009681363375502159,0.004523165035148942
6292,fresh vegetables,hair care,20211,0.6608949402346405,3410786,111.53189894726378,31883,1.0425665914354085,0.005925613626888348,0.633911488881222,0.005683678793821646
8522,buns rolls,diapers wipes,666,0.021778043154533203,112412,3.6758459265576366,24184,0.7908111045784249,0.005924634380671104,0.027538868673503143,0.007491845203450298
5948,specialty cheeses,body lotions soap,487,0.0159247853096962,82217,2.6884765375919764,40478,1.3236210672810733,0.005923349185691523,0.012031226839270716,0.004475109479678363
8526,tortillas flat bread,diapers wipes,1141,0.037310431290273845,192875,6.306967077223109,24184,0.7908111045784249,0.005915748541801685,0.04717995368838901,0.007480608842683517
8373,eggs,digestion,2663,0.0870794728536365,450178,14.720714581413585,26460,0.8652357685719947,0.005915437893455477,0.10064247921390779,0.006836793054936291
12124,meat counter,vitamins supplements,417,0.013635801794955474,70533,2.3064124892172524,44622,1.4591288913537246,0.005912126238781848,0.009345166061583973,0.004051819050266903
8523,hot dogs bacon sausage,diapers wipes,1798,0.058794176564340384,304295,9.950374837400421,24184,0.7908111045784249,0.005908739874135296,0.0743466754879259,0.007471746210854233
7544,fresh vegetables,refrigerated pudding desserts,20136,0.6584424578974182,3410786,111.53189894726378,37614,1.2299689417636814,0.0059036245604385616,0.5353325889296539,0.0047998159628105845
10855,other creams cheeses,beers coolers,1811,0.05921927350279224,307168,10.044321260798279,47578,1.5557893952047759,0.005895796437128869,0.038063811005086386,0.0037895851811953333
10531,other creams cheeses,protein meal replacements,1811,0.05921927350279224,307168,10.044321260798279,36266,1.1858896592226742,0.005895796437128869,0.04993657971653892,0.004971623111203651
10294,frozen meat seafood,baking supplies decor,418,0.01366850155945177,70944,2.31985209242523,23541,0.7697851560073065,0.005891971132160578,0.01775625504439064,0.007654046179223354
6664,dish detergents,cocoa drink mixes,557,0.018213768824436927,94537,3.0913376361863443,21083,0.6894091348754106,0.005891873023260734,0.0264193900298819,0.008546264801561568
8310,canned meat seafood,digestion,393,0.012851007447044368,66735,2.18221878366032,26460,0.8652357685719947,0.005888963812092606,0.01485260770975057,0.006806195520339953
6507,frozen produce,trash bags liners,3068,0.10032287747463642,521055,17.038375789617564,31602,1.0333779576119493,0.005888054044198788,0.0970824631352446,0.005697870755638714
10833,tortillas flat bread,beers coolers,1135,0.03711423270329607,192875,6.306967077223109,47578,1.5557893952047759,0.005884640311082308,0.02385556349573332,0.0037824144638212813
6699,butter,cocoa drink mixes,1488,0.048657249570488594,252881,8.269149145587853,21083,0.6894091348754106,0.0058841905876677175,0.07057819095954088,0.008535121294456162
5746,food storage,shave needs,385,0.012589409331073997,65456,2.140395784869557,10256,0.33536878467401277,0.005881813737472501,0.0375390015600624,0.01753834586361333
10521,butter,protein meal replacements,1487,0.0486245498059923,252881,8.269149145587853,36266,1.1858896592226742,0.005880236158509338,0.04100259195941102,0.004958501925350888
7492,granola,refrigerated pudding desserts,598,0.01955445916878507,101724,3.3263508436212246,37614,1.2299689417636814,0.005878652038850222,0.015898335726059448,0.004779512587058243
14568,frozen meat seafood,seafood counter,417,0.013635801794955474,70944,2.31985209242523,29443,0.9627791660644459,0.005877875507442491,0.014162958937608263,0.006105112900884107
14740,fresh vegetables,packaged seafood,20036,0.6551724814477886,3410786,111.53189894726378,20824,0.68093989587087,0.0058743058051721805,0.9621590472531694,0.008626761100051852
14553,soup broth bouillon,seafood counter,2030,0.06638052192748108,345630,11.302019602854822,29443,0.9627791660644459,0.005873332754679859,0.06894677852121048,0.00610039452628404
6640,missing,cocoa drink mixes,405,0.013243404620999918,68958,2.254910360135586,21083,0.6894091348754106,0.005873140172278779,0.01920978987810084,0.008519092473789411
7868,crackers,cold flu allergy,2685,0.08779886767255501,457258,14.95222891404736,25812,0.8440463211783948,0.005871958500452698,0.10402138540213854,0.00695691498572579
14090,frozen appetizers sides,indian foods,1138,0.03721233199678496,194043,6.345160402154784,15879,0.5192395604366857,0.0058646794782599735,0.07166698154795642,0.011294747020677159
5709,frozen produce,dog food care,3054,0.09986508077168828,521055,17.038375789617564,33976,1.1110071985261563,0.005861185479459941,0.08988697904403108,0.005275560308911853
13995,salad dressing toppings,trail mix snack mix,581,0.01899856317234803,99143,3.2419527514562843,34993,1.1442628590188895,0.005860222103426363,0.016603320664132823,0.0051213950162212005
10303,packaged poultry,baking supplies decor,690,0.022562837502444307,117846,3.85353644683051,23541,0.7697851560073065,0.005855099027544422,0.02931056454696062,0.007606146964321105
6142,instant foods,deodorants,1173,0.03835682375415533,200349,6.551365117068427,14758,0.4825831244363378,0.005854783402961833,0.07948231467678549,0.01213217600553331
6680,condiments,cocoa drink mixes,1296,0.04237889478719974,221399,7.239695159715459,21083,0.6894091348754106,0.005853684975993569,0.061471327609922695,0.008490872371529342
10279,soup broth bouillon,baking supplies decor,2023,0.066151623576007,345630,11.302019602854822,23541,0.7697851560073065,0.005853079883111997,0.08593517692536425,0.007603523966960519
6692,hot cereal pancake mixes,cocoa drink mixes,923,0.030181882630081296,157717,5.1573087570623315,21083,0.6894091348754106,0.0058522543543181775,0.043779348290091544,0.008488797229784012
10899,paper goods,bakery desserts,1407,0.04600856864628861,240785,7.873612794240656,34075,1.1142444752112897,0.005843387254189422,0.041291269258987524,0.005244259571564279
6691,packaged poultry,cocoa drink mixes,688,0.022497437973451714,117846,3.85353644683051,21083,0.6894091348754106,0.005838127726015308,0.03263292700279846,0.0084683063085179
5495,canned fruit applesauce,air fresheners candles,508,0.016611480364118417,87027,2.8457624048191605,19731,0.6451990532764182,0.005837268893561768,0.025746287567786734,0.009047237226898017
7543,poultry counter,refrigerated pudding desserts,752,0.024590222901214664,128865,4.2138551518151965,37614,1.2299689417636814,0.005835564350289062,0.019992555963205188,0.0047444810613846145
11248,popcorn jerky,packaged meat,945,0.03090127744899981,162022,5.298081243218887,33581,1.0980907915501192,0.005832541259828911,0.028140913016288974,0.005311529160166627
8432,hot dogs bacon sausage,red wines,1773,0.05797668245193298,304295,9.950374837400421,34564,1.1302346600499784,0.005826582756864227,0.05129614627936581,0.005155197378751929
8218,cleaning products,spirits,684,0.02236663891546653,117406,3.83914855045214,27197,0.889335495005765,0.005825937345621177,0.025149832702136263,0.006550888138770859
8508,frozen appetizers sides,diapers wipes,1130,0.036950733880814594,194043,6.345160402154784,24184,0.7908111045784249,0.005823451503017373,0.046725107509096926,0.0073638969778020615
14577,nuts seeds dried fruit,seafood counter,1772,0.05794398268743669,304372,9.952892719266636,29443,0.9627791660644459,0.005821823295178269,0.06018408450225861,0.006046893722239697
5523,refrigerated,air fresheners candles,3328,0.10882481624367342,572424,18.718129992027794,19731,0.6451990532764182,0.005813872234567385,0.16866859257006744,0.009010974528005991
14747,bread,packaged seafood,3386,0.11072140258445859,582711,19.054512469401192,20824,0.68093989587087,0.005810770690788402,0.16260084517864,0.008533456074499603
10499,dry pasta,protein meal replacements,1546,0.05055383591127376,266292,8.70768568724768,36266,1.1858896592226742,0.0058056569480119564,0.04262946010036949,0.004895613097610989
8222,laundry,spirits,541,0.01769057259249619,93224,3.0484028454027072,27197,0.889335495005765,0.0058032266369175325,0.019891899841894326,0.0065253514219399435
14537,canned fruit applesauce,seafood counter,505,0.016513381070629527,87027,2.8457624048191605,29443,0.9627791660644459,0.005802796833166718,0.01715178480453758,0.006027131701329621
14048,honeys syrups nectars,trail mix snack mix,386,0.012622109095570294,66540,2.1758423295835425,34993,1.1442628590188895,0.005801021941689209,0.011030777584088245,0.005069658510687924
6667,soup broth bouillon,cocoa drink mixes,2005,0.06556302781507367,345630,11.302019602854822,21083,0.6894091348754106,0.005801001070508924,0.09510031779158563,0.008414453445786263
6730,doughs gelatins bake mixes,more household,614,0.020077655400725803,105845,3.4611065731104604,17194,0.5622397507493151,0.005800935329963626,0.035710131441200416,0.010317547491497233
6474,latino foods,trash bags liners,434,0.014191697791392507,74841,2.4472830746672964,31602,1.0333779576119493,0.005798960462847904,0.013733308018479844,0.005611654883996965
14720,hot dogs bacon sausage,packaged seafood,1764,0.05768238457146632,304295,9.950374837400421,20824,0.68093989587087,0.005797006194646643,0.08470995005762581,0.00851324210814923
8435,tortillas flat bread,red wines,1118,0.03655833670685903,192875,6.306967077223109,34564,1.1302346600499784,0.00579650032404407,0.032345793310959374,0.005128581283985532
6655,ice cream ice,cocoa drink mixes,2868,0.09378292457537721,495340,16.19750134559531,21083,0.6894091348754106,0.00578996245003432,0.1360337712849215,0.008398441733848908
10819,specialty cheeses,beers coolers,476,0.015565087900236942,82217,2.6884765375919764,47578,1.5557893952047759,0.0057895569042898665,0.010004623985875824,0.0037212986038690885
14743,fresh dips tapenades,packaged seafood,2053,0.06713261651089589,354614,11.595794287089545,20824,0.68093989587087,0.005789393537762186,0.09858816749903956,0.008502062476979697
10933,meat counter,bakery desserts,408,0.013341503914488809,70533,2.3064124892172524,34075,1.1142444752112897,0.005784526391901664,0.011973587674247981,0.005191433765740475
6972,coffee,muscles joints pain relief,1183,0.03868382139911828,204738,6.694884383442671,18316,0.5989288865141593,0.00577811642196368,0.0645883380650797,0.00964741649980023
14358,dish detergents,baby bath body care,546,0.01785407141497767,94537,3.0913376361863443,8536,0.27912518974038353,0.005775516464453071,0.06396438612933457,0.02069149140507499
14546,marinades meat preparation,seafood counter,360,0.011771915218666596,62356,2.0390265149310394,29443,0.9627791660644459,0.005773301687087049,0.012227014910165406,0.0059964962792938125
10270,asian foods,baking supplies decor,959,0.03135907415194796,166161,5.4334255684690556,23541,0.7697851560073065,0.005771510763656936,0.04073743681236991,0.0074975604798518045
10299,tortillas flat bread,baking supplies decor,1113,0.03639483788437756,192875,6.306967077223109,23541,0.7697851560073065,0.0057705767984445894,0.04727921498661909,0.007496347199490319
8328,pickled goods olives,digestion,648,0.02118944739359987,112381,3.6748322338582518,26460,0.8652357685719947,0.005766099251652859,0.02448979591836735,0.006664194270619862
12941,soft drinks,frozen breads doughs,2028,0.06631512239848848,351800,11.503777149796967,40077,1.3105084617180587,0.005764638999431495,0.05060259001422262,0.004398780448829863
6940,breakfast bars pastries,muscles joints pain relief,412,0.013472302972473992,71497,2.337935062191682,18316,0.5989288865141593,0.005762479544596277,0.022493994321904347,0.009621308429677898
14416,spices seasonings,kitchen supplies,1219,0.03986101292098494,211542,6.917373581075468,9073,0.2966849632748945,0.005762449064488377,0.13435467871707263,0.019422787730395217
10822,cereal,beers coolers,2165,0.07079499013448105,376194,12.301455204919614,47578,1.5557893952047759,0.005755009383456408,0.04550422464164109,0.0036990928214283934
8448,chips pretzels,red wines,4143,0.13547512430815473,719983,23.543274541336753,34564,1.1302346600499784,0.00575430253214312,0.1198645990047448,0.005091245858526996
14744,soy lactosefree,packaged seafood,3649,0.11932144064698447,634898,20.7610150791694,20824,0.68093989587087,0.005747379894093224,0.1752305032654629,0.008440362987900372
14736,butter,packaged seafood,1453,0.04751275781311823,252881,8.269149145587853,20824,0.68093989587087,0.005745785567124457,0.06977525931617364,0.008438021625647354
14066,missing,indian foods,396,0.012949106740533253,68958,2.254910360135586,15879,0.5192395604366857,0.005742625946228139,0.024938598148498012,0.011059684938872017
14722,fresh herbs,packaged seafood,2164,0.07076229036998476,377003,12.327909314397118,20824,0.68093989587087,0.005740007373946626,0.10391855551286976,0.008429536011552967
11270,spreads,packaged meat,1654,0.05408541047687374,288170,9.423091134897646,33581,1.0980907915501192,0.005739667557344623,0.04925404246448885,0.005226951725223216
7206,butter,frozen dessert,1451,0.047447358284125635,252881,8.269149145587853,19208,0.6280970764448555,0.005737876708807699,0.0755414410662224,0.009135334208662669
10293,grains rice dried goods,baking supplies decor,825,0.026977305709444278,143790,4.701899136922416,23541,0.7697851560073065,0.00573753390360943,0.035045240219192045,0.007453422372248201
8286,baby food formula,digestion,2189,0.07157978448239216,381617,12.478786027783027,26460,0.8652357685719947,0.005736117625787112,0.0827286470143613,0.006629542876219893
5513,frozen appetizers sides,air fresheners candles,1113,0.03639483788437756,194043,6.345160402154784,19731,0.6451990532764182,0.005735842055626845,0.0564086969743044,0.00889003482956054
8303,frozen meals,digestion,2230,0.0729204748267403,389178,12.726028947139522,26460,0.8652357685719947,0.005730025849354281,0.08427815570672714,0.006622502279131675
6558,tea,feminine care,1420,0.046433665584740456,248088,8.112419174357106,19590,0.6405883864824405,0.005723775434523234,0.07248596222562531,0.008935184519896272
10927,hot cereal pancake mixes,bakery desserts,902,0.02949518757565908,157717,5.1573087570623315,34075,1.1142444752112897,0.005719104471933907,0.02647101980924431,0.0051327196133051645
6697,crackers,cocoa drink mixes,2615,0.0855098841578143,457258,14.95222891404736,21083,0.6894091348754106,0.005718872059100114,0.12403358155860174,0.0082953238792428
6128,frozen meals,deodorants,2225,0.07275697600425882,389178,12.726028947139522,14758,0.4825831244363378,0.0057171782577638,0.15076568640737228,0.01184703311878451
8390,oral hygiene,red wines,363,0.011870014512155485,63501,2.076467745279299,34564,1.1302346600499784,0.005716445410308499,0.010502256683254253,0.005057750936478731
11210,food storage,packaged meat,374,0.01222971192161474,65456,2.140395784869557,33581,1.0980907915501192,0.005713761916401858,0.011137250230785265,0.005203360196050846
8530,packaged poultry,diapers wipes,673,0.022006941506007276,117846,3.85353644683051,24184,0.7908111045784249,0.005710842964546952,0.027828316242143568,0.007221500724362434
8327,frozen appetizers sides,digestion,1108,0.03623133906189607,194043,6.345160402154784,26460,0.8652357685719947,0.005710074571100219,0.041874527588813305,0.0065994435025776375
6572,instant foods,feminine care,1144,0.037408530583762735,200349,6.551365117068427,19590,0.6405883864824405,0.005710035987202332,0.05839714139867279,0.008913736351913793
14033,tortillas flat bread,trail mix snack mix,1101,0.036002440710422,192875,6.306967077223109,34993,1.1442628590188895,0.005708360337005834,0.031463435544251704,0.004988679211261195
10930,spreads,bakery desserts,1644,0.05375841283191079,288170,9.423091134897646,34075,1.1142444752112897,0.0057049658187875215,0.04824651504035216,0.005120030608817434
8535,water seltzer sparkling water,diapers wipes,4714,0.1541466898355398,826611,27.029985030047815,24184,0.7908111045784249,0.005702803374259476,0.1949222626529937,0.007211334465642836
7171,paper goods,frozen dessert,1373,0.044896776653414544,240785,7.873612794240656,19208,0.6280970764448555,0.005702182444919742,0.07148063306955435,0.009078504993519695
10456,food storage,protein meal replacements,373,0.012197012157118445,65456,2.140395784869557,36266,1.1858896592226742,0.005698484478122709,0.010285115535212046,0.004805240043882284
5957,grains rice dried goods,body lotions soap,819,0.0267811071224665,143790,4.701899136922416,40478,1.3236210672810733,0.005695806384310453,0.0202332131034142,0.004303200156832301
6533,fresh fruits,trash bags liners,20657,0.6754790351999885,3626997,118.60194772877246,31602,1.0333779576119493,0.0056953452125822,0.6536611606860325,0.0055113863912325655
8324,frozen pizza,digestion,921,0.030116483101088703,161746,5.289056108217909,26460,0.8652357685719947,0.005694112991975071,0.034807256235827665,0.006580995838131806
5449,fresh vegetables,cat food care,19411,0.6347351286376036,3410786,111.53189894726378,63032,2.0611315557305354,0.005691063584757297,0.3079546896814317,0.002761135536901811
10821,popcorn jerky,beers coolers,922,0.030149182865585003,162022,5.298081243218887,47578,1.5557893952047759,0.0056905852291664095,0.019378704443230064,0.0036576835185442337
8349,nuts seeds dried fruit,digestion,1732,0.05663599210758484,304372,9.952892719266636,26460,0.8652357685719947,0.005690405162104267,0.0654572940287226,0.006576710497643717
14730,yogurt,packaged seafood,8236,0.26931526039149467,1448432,47.36338528889915,20824,0.68093989587087,0.0056861488837584365,0.39550518632347287,0.008350441673690284
11214,oral hygiene,packaged meat,361,0.011804614983162891,63501,2.076467745279299,33581,1.0980907915501192,0.005684949843309553,0.010750126559661713,0.005177121861922179
7846,cereal,cold flu allergy,2135,0.06981399719959216,376194,12.301455204919614,25812,0.8440463211783948,0.005675263295002046,0.08271346660467999,0.0067238765842598126
14031,pasta sauce,trail mix snack mix,1237,0.04044960868191827,218021,7.129235355246971,34993,1.1442628590188895,0.005673765371225708,0.03534992712828279,0.004958445803344951
10282,coffee,baking supplies decor,1161,0.03796442658019977,204738,6.694884383442671,23541,0.7697851560073065,0.005670662016821499,0.049318210781190266,0.007366551527485775
10788,doughs gelatins bake mixes,beers coolers,600,0.01961985869777766,105845,3.4611065731104604,47578,1.5557893952047759,0.0056686664462185276,0.012610870570431712,0.0036435949902283568
8441,preserved dips spreads,red wines,614,0.020077655400725803,108461,3.546649157032771,34564,1.1302346600499784,0.005661021012161053,0.01776414766809397,0.00500871297993173
8300,doughs gelatins bake mixes,digestion,599,0.019587158933281362,105845,3.4611065731104604,26460,0.8652357685719947,0.005659218668808163,0.022637944066515495,0.00654066657247454
5647,baby food formula,dog food care,2159,0.07059879154750327,381617,12.478786027783027,33976,1.1110071985261563,0.005657504775730641,0.06354485519190016,0.005092230530311409
6291,poultry counter,hair care,729,0.023838128317799853,128865,4.2138551518151965,31883,1.0425665914354085,0.005657082993830753,0.0228648496063733,0.005426111905276061
6711,bread,cocoa drink mixes,3296,0.10777842377979194,582711,19.054512469401192,21083,0.6894091348754106,0.0056563201998932585,0.1563344875017787,0.008204591314148258
8351,hot cereal pancake mixes,digestion,892,0.02916818993069612,157717,5.1573087570623315,26460,0.8652357685719947,0.005655699766036636,0.033711262282690856,0.0065365995853025535
14727,packaged poultry,packaged seafood,666,0.021778043154533203,117846,3.85353644683051,20824,0.68093989587087,0.005651443409195052,0.031982328082981175,0.0082994746576969
10925,nuts seeds dried fruit,bakery desserts,1719,0.05621089516913299,304372,9.952892719266636,34075,1.1142444752112897,0.005647694268855217,0.050447542186353625,0.005068631161742369
14003,asian foods,trail mix snack mix,938,0.03067237909752574,166161,5.4334255684690556,34993,1.1442628590188895,0.005645127316277586,0.026805361072214443,0.00493341828914889
10305,preserved dips spreads,baking supplies decor,612,0.020012255871733213,108461,3.546649157032771,23541,0.7697851560073065,0.005642581204303851,0.025997196380782465,0.007330072761561921
14089,soup broth bouillon,indian foods,1950,0.06376454076777739,345630,11.302019602854822,15879,0.5192395604366857,0.0056418713653328696,0.12280370300396751,0.010865642364745859
6499,grains rice dried goods,trash bags liners,811,0.026519509006496137,143790,4.701899136922416,31602,1.0333779576119493,0.0056401696919118165,0.02566293272577685,0.0054579930318484635
8359,chips pretzels,digestion,4050,0.13243404620999918,719983,23.543274541336753,26460,0.8652357685719947,0.005625132815635924,0.15306122448979592,0.006501271699527372
14000,ice cream ice,trail mix snack mix,2786,0.09110154388668093,495340,16.19750134559531,34993,1.1442628590188895,0.005624419590584245,0.07961592318463692,0.004915321288507711
14061,eggs,trail mix snack mix,2528,0.08266500464663654,450178,14.720714581413585,34993,1.1442628590188895,0.005615556513201445,0.07224302003257793,0.004907575622979075
10313,chips pretzels,baking supplies decor,4043,0.1322051478585251,719983,23.543274541336753,23541,0.7697851560073065,0.005615410363855812,0.1717429166135678,0.007294776107377309
11227,granola,packaged meat,571,0.018671565527385074,101724,3.3263508436212246,33581,1.0980907915501192,0.005613227950139594,0.01700366278550371,0.005111806777120573
8479,doughs gelatins bake mixes,diapers wipes,594,0.019423660110799882,105845,3.4611065731104604,24184,0.7908111045784249,0.0056119797817563415,0.02456169368177307,0.0070964858096524116
6462,tofu meat alternatives,trash bags liners,724,0.023674629495318376,129151,4.223207284461138,31602,1.0333779576119493,0.00560584122461305,0.02290994240870831,0.005424773369046581
8408,instant foods,red wines,1122,0.03668913576484422,200349,6.551365117068427,34564,1.1302346600499784,0.005600227602833056,0.03246152065733132,0.004954924672532532
7867,water seltzer sparkling water,cold flu allergy,4628,0.15133451008885834,826611,27.029985030047815,25812,0.8440463211783948,0.005598764110325171,0.17929645126297847,0.006633242714106723
5540,water seltzer sparkling water,air fresheners candles,4626,0.15126911055986575,826611,27.029985030047815,19731,0.6451990532764182,0.0055963445925592565,0.23445339820586897,0.008673826417041645
9274,packaged produce,mint gum,1512,0.049442043918399695,270227,8.836359260540604,22308,0.7294663463833734,0.005595295806858678,0.06777837547068315,0.007670396084205443
14540,granola,seafood counter,569,0.01860616599839248,101724,3.3263508436212246,29443,0.9627791660644459,0.005593566906531399,0.019325476344122544,0.005809812991068588
7149,laundry,frozen dessert,521,0.017036577302570268,93224,3.0484028454027072,19208,0.6280970764448555,0.005588689607826312,0.02712411495210329,0.008897811846950982
